Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
County,Inyo County,2016,Annual,8860,8390,470,5.3,N,Final
County,Inyo County,2017,Annual,8610,8230,380,4.4,N,Final
County,Inyo County,2018,Annual,8700,8360,340,3.9,N,Final
County,Inyo County,2006,Annual,9020,8610,410,4.6,N,Final
County,Inyo County,2007,Annual,8900,8460,430,4.9,N,Final
County,Inyo County,2008,Annual,9090,8490,600,6.6,N,Final
County,Inyo County,2009,Annual,9430,8550,880,9.3,N,Final
County,Inyo County,2019,Annual,8750,8440,310,3.6,N,Final
County,Inyo County,2020,Annual,8310,7660,650,7.8,N,Final
County,Kern County,2009,Annual,365100,311700,53400,14.6,N,Final
County,Kern County,2008,Annual,359300,323900,35400,9.9,N,Final
County,Kern County,2007,Annual,345500,317600,28000,8.1,N,Final
County,Kern County,2006,Annual,336600,311300,25400,7.5,N,Final
County,Kern County,2018,Annual,385800,354500,31300,8.1,N,Final
County,Kern County,2017,Annual,384300,348700,35600,9.3,N,Final
County,Kern County,2016,Annual,388100,347700,40400,10.4,N,Final
County,Kern County,2015,Annual,390100,350000,40100,10.3,N,Final
County,Kern County,2014,Annual,391900,350600,41300,10.5,N,Final
County,Kern County,2013,Annual,392200,345600,46600,11.9,N,Final
County,Kern County,2012,Annual,391300,339000,52300,13.4,N,Final
County,Kern County,2011,Annual,382000,324400,57600,15.1,N,Final
County,Kern County,2010,Annual,372200,312600,59700,16,N,Final
County,Kern County,2005,Annual,326800,299500,27300,8.4,N,Final
County,Kern County,2004,Annual,314400,283300,31200,9.9,N,Final
County,Kern County,2003,Annual,311600,279100,32500,10.4,N,Final
County,Kern County,2002,Annual,305500,275300,30200,9.9,N,Final
County,Kern County,2001,Annual,297300,271700,25600,8.6,N,Final
County,Kern County,2000,Annual,293300,269400,23900,8.2,N,Final
County,Kern County,1999,Annual,279400,247200,32100,11.5,N,Final
County,Kern County,1998,Annual,279000,245100,33900,12.2,N,Final
County,Kern County,1997,Annual,278200,243600,34600,12.5,N,Final
County,Kern County,1996,Annual,276900,240700,36200,13.1,N,Final
County,Kern County,1995,Annual,271200,233800,37400,13.8,N,Final
County,Kern County,1994,Annual,265800,225300,40500,15.2,N,Final
County,Kern County,1993,Annual,273300,230100,43300,15.8,N,Final
County,Kern County,1992,Annual,273000,229900,43100,15.8,N,Final
County,Kern County,1991,Annual,265400,232700,32700,12.3,N,Final
County,Kern County,1990,Annual,256700,228800,27900,10.9,N,Final
County,Kern County,2020,Annual,383800,335700,48100,12.5,N,Final
County,Kern County,2019,Annual,388100,357500,30700,7.9,N,Final
County,Kings County,1990,Annual,37600,33400,4200,11.2,N,Final
County,Kings County,1991,Annual,38700,33800,5000,12.8,N,Final
County,Kings County,1992,Annual,40600,34400,6200,15.3,N,Final
County,Kings County,1993,Annual,40900,34700,6300,15.3,N,Final
County,Kings County,1994,Annual,41000,35100,5900,14.3,N,Final
County,Kings County,1995,Annual,41900,35800,6100,14.5,N,Final
County,Kings County,1996,Annual,42900,37200,5700,13.3,N,Final
County,Kings County,1997,Annual,43600,37800,5800,13.3,N,Final
County,Kings County,1998,Annual,43300,37300,6000,13.9,N,Final
County,Kings County,1999,Annual,43000,37300,5700,13.2,N,Final
County,Kings County,2000,Annual,49200,44300,4900,9.9,N,Final
County,Kings County,2001,Annual,50100,44700,5400,10.7,N,Final
County,Kings County,2002,Annual,51700,45600,6100,11.8,N,Final
County,Kings County,2003,Annual,53200,46700,6400,12.1,N,Final
County,Kings County,2004,Annual,53200,47300,5900,11,N,Final
County,Kings County,2005,Annual,53800,48800,5100,9.4,N,Final
County,Kings County,2010,Annual,59600,49700,9800,16.5,N,Final
County,Kings County,2011,Annual,59100,49500,9600,16.2,N,Final
County,Kings County,2012,Annual,58700,49800,8900,15.1,N,Final
County,Kings County,2013,Annual,58000,50100,7900,13.6,N,Final
County,Kings County,2014,Annual,57400,50400,6900,12.1,N,Final
County,Kings County,2015,Annual,57700,51600,6100,10.6,N,Final
County,Kings County,2016,Annual,57200,51400,5700,10,N,Final
County,Kings County,2017,Annual,57300,52200,5100,9,N,Final
County,Kings County,2018,Annual,57500,53000,4500,7.9,N,Final
County,Kings County,2006,Annual,55100,50400,4600,8.4,N,Final
County,Kings County,2007,Annual,57400,52500,4900,8.6,N,Final
County,Kings County,2008,Annual,58800,52500,6200,10.6,N,Final
County,Kings County,2009,Annual,60900,51900,9000,14.8,N,Final
County,Kings County,2019,Annual,57800,53200,4600,8,N,Final
County,Kings County,2020,Annual,56400,49900,6500,11.6,N,Final
County,Lake County,2009,Annual,25550,21560,3990,15.6,N,Final
County,Lake County,2008,Annual,24540,21920,2620,10.7,N,Final
County,Lake County,2007,Annual,24070,22050,2010,8.4,N,Final
County,Lake County,2006,Annual,24310,22450,1860,7.7,N,Final
County,Lake County,2018,Annual,29070,27530,1550,5.3,N,Final
County,Lake County,2017,Annual,29320,27620,1710,5.8,N,Final
County,Lake County,2016,Annual,29070,27110,1960,6.7,N,Final
County,Lake County,2015,Annual,29010,26790,2220,7.6,N,Final
County,Lake County,2014,Annual,29230,26580,2640,9,N,Final
County,Lake County,2013,Annual,29160,25940,3220,11,N,Final
County,Lake County,2012,Annual,29460,25640,3820,13,N,Final
County,Lake County,2011,Annual,29580,25210,4370,14.8,N,Final
County,Lake County,2010,Annual,29900,25280,4620,15.5,N,Final
County,Lake County,2005,Annual,25990,23930,2050,7.9,N,Final
County,Lake County,2004,Annual,25760,23430,2330,9,N,Final
County,Lake County,2003,Annual,25870,23480,2390,9.2,N,Final
County,Lake County,2002,Annual,25700,23540,2160,8.4,N,Final
County,Lake County,2001,Annual,24730,22980,1750,7.1,N,Final
County,Lake County,2000,Annual,23060,21400,1660,7.2,N,Final
County,Lake County,1999,Annual,23590,21740,1850,7.8,N,Final
County,Lake County,1998,Annual,23170,20940,2240,9.6,N,Final
County,Lake County,1997,Annual,23010,20530,2480,10.8,N,Final
County,Lake County,1996,Annual,23540,20770,2780,11.8,N,Final
County,Lake County,1995,Annual,23710,20930,2780,11.7,N,Final
County,Lake County,1994,Annual,22470,19640,2830,12.6,N,Final
County,Lake County,1993,Annual,22880,19810,3060,13.4,N,Final
County,Lake County,1992,Annual,22340,19450,2890,12.9,N,Final
County,Lake County,1991,Annual,20970,18710,2250,10.7,N,Final
County,Lake County,1990,Annual,19970,18200,1770,8.8,N,Final
County,Lake County,2020,Annual,28270,25570,2700,9.6,N,Final
County,Lake County,2019,Annual,29010,27510,1500,5.2,N,Final
County,Lassen County,1990,Annual,9980,9000,980,9.8,N,Final
County,Lassen County,1991,Annual,10270,9190,1080,10.5,N,Final
County,Lassen County,1992,Annual,10770,9530,1240,11.5,N,Final
County,Lassen County,1993,Annual,10930,9570,1360,12.4,N,Final
County,Lassen County,1994,Annual,11180,9900,1280,11.5,N,Final
County,Lassen County,1995,Annual,11000,9780,1210,11,N,Final
County,Lassen County,1996,Annual,11710,10420,1280,11,N,Final
County,Lassen County,1997,Annual,11650,10520,1130,9.7,N,Final
County,Lassen County,1998,Annual,11300,10240,1070,9.4,N,Final
County,Lassen County,1999,Annual,11080,10300,790,7.1,N,Final
County,Lassen County,2000,Annual,11340,10540,800,7.1,N,Final
County,Lassen County,2001,Annual,11650,10790,860,7.4,N,Final
County,Lassen County,2002,Annual,12190,11250,950,7.8,N,Final
County,Lassen County,2003,Annual,12320,11360,950,7.8,N,Final
County,Lassen County,2004,Annual,12180,11250,930,7.6,N,Final
County,Lassen County,2005,Annual,12250,11270,980,8,N,Final
County,Lassen County,2010,Annual,12120,10370,1740,14.4,N,Final
County,Lassen County,2011,Annual,11770,10150,1620,13.8,N,Final
County,Lassen County,2012,Annual,11450,10000,1450,12.7,N,Final
County,Lassen County,2013,Annual,10970,9790,1180,10.7,N,Final
County,Lassen County,2014,Annual,10800,9800,990,9.2,N,Final
County,Lassen County,2015,Annual,10760,9980,780,7.3,N,Final
County,Lassen County,2016,Annual,10360,9640,720,7,N,Final
County,Lassen County,2017,Annual,10030,9480,560,5.6,N,Final
County,Lassen County,2018,Annual,9850,9380,480,4.8,N,Final
County,Lassen County,2006,Annual,12240,11270,960,7.9,N,Final
County,Lassen County,2007,Annual,12450,11440,1000,8.1,N,Final
County,Lassen County,2008,Annual,12830,11600,1230,9.6,N,Final
County,Lassen County,2009,Annual,13640,11890,1750,12.8,N,Final
County,Lassen County,2019,Annual,9710,9260,460,4.7,N,Final
County,Lassen County,2020,Annual,9460,8790,680,7.1,N,Final
County,Los Angeles County,2009,Annual,4937000,4357100,579800,11.7,N,Final
County,Los Angeles County,2008,Annual,4923900,4553000,370900,7.5,N,Final
County,Los Angeles County,2007,Annual,4864700,4614600,250100,5.1,N,Final
County,Los Angeles County,2006,Annual,4794500,4565700,228800,4.8,N,Final
County,Los Angeles County,2018,Annual,5094300,4857300,237000,4.7,N,Final
County,Los Angeles County,2017,Annual,5088900,4843700,245200,4.8,N,Final
County,Los Angeles County,2016,Annual,5018900,4751200,267700,5.3,N,Final
County,Los Angeles County,2015,Annual,4973800,4641100,332700,6.7,N,Final
County,Los Angeles County,2014,Annual,4982400,4572200,410200,8.2,N,Final
County,Los Angeles County,2013,Annual,4955800,4471400,484400,9.8,N,Final
County,Los Angeles County,2012,Annual,4904900,4365700,539200,11,N,Final
County,Los Angeles County,2011,Annual,4941700,4337400,604300,12.2,N,Final
County,Los Angeles County,2010,Annual,4940700,4318700,622000,12.6,N,Final
County,Los Angeles County,2005,Annual,4787300,4532900,254400,5.3,N,Final
County,Los Angeles County,2004,Annual,4747200,4440600,306700,6.5,N,Final
County,Los Angeles County,2003,Annual,4733000,4401800,331200,7,N,Final
County,Los Angeles County,2002,Annual,4742500,4418100,324400,6.8,N,Final
County,Los Angeles County,2001,Annual,4729800,4458700,271100,5.7,N,Final
County,Los Angeles County,2000,Annual,4665200,4413200,252000,5.4,N,Final
County,Los Angeles County,1999,Annual,4575700,4305200,270600,5.9,N,Final
County,Los Angeles County,1998,Annual,4545200,4248500,296700,6.5,N,Final
County,Los Angeles County,1997,Annual,4434100,4128400,305700,6.9,N,Final
County,Los Angeles County,1996,Annual,4328400,3975400,353000,8.2,N,Final
County,Los Angeles County,1995,Annual,4288500,3939400,349100,8.1,N,Final
County,Los Angeles County,1994,Annual,4295500,3899700,395900,9.2,N,Final
County,Los Angeles County,1993,Annual,4347900,3913200,434700,10,N,Final
County,Los Angeles County,1992,Annual,4445500,4007900,437600,9.8,N,Final
County,Los Angeles County,1991,Annual,4449200,4092500,356600,8,N,Final
County,Los Angeles County,1990,Annual,4505200,4237800,267300,5.9,N,Final
County,Los Angeles County,2020,Annual,4921500,4291700,629800,12.8,N,Final
County,Los Angeles County,2019,Annual,5122800,4888600,234300,4.6,N,Final
County,Madera County,1990,Annual,41500,35900,5600,13.4,N,Final
County,Madera County,1991,Annual,44400,37700,6700,15.1,N,Final
County,Madera County,1992,Annual,46900,39000,7900,16.8,N,Final
County,Madera County,1993,Annual,47900,40100,7800,16.3,N,Final
County,Madera County,1994,Annual,48500,41000,7500,15.5,N,Final
County,Madera County,1995,Annual,50700,43100,7600,14.9,N,Final
County,Madera County,1996,Annual,51900,44500,7400,14.3,N,Final
County,Madera County,1997,Annual,52100,45000,7100,13.6,N,Final
County,Madera County,1998,Annual,52400,45700,6700,12.8,N,Final
County,Madera County,1999,Annual,52900,46700,6200,11.7,N,Final
County,Madera County,2000,Annual,54900,50100,4700,8.6,N,Final
County,Madera County,2001,Annual,53800,48700,5200,9.6,N,Final
County,Madera County,2002,Annual,55600,49600,5900,10.7,N,Final
County,Madera County,2003,Annual,59000,52900,6200,10.4,N,Final
County,Madera County,2004,Annual,61100,55500,5600,9.2,N,Final
County,Madera County,2005,Annual,61900,57000,4900,7.9,N,Final
County,Madera County,2010,Annual,61700,51200,10500,17,N,Final
County,Madera County,2011,Annual,62000,51800,10200,16.4,N,Final
County,Madera County,2012,Annual,62400,53300,9200,14.7,N,Final
County,Madera County,2013,Annual,62100,54200,7900,12.7,N,Final
County,Madera County,2014,Annual,61700,54700,7000,11.3,N,Final
County,Madera County,2015,Annual,59800,53500,6300,10.6,N,Final
County,Madera County,2016,Annual,61100,55400,5700,9.3,N,Final
County,Madera County,2017,Annual,61000,56000,5000,8.2,N,Final
County,Madera County,2018,Annual,61300,56900,4400,7.1,N,Final
County,Madera County,2006,Annual,62800,58400,4400,7,N,Final
County,Madera County,2007,Annual,63400,58700,4700,7.4,N,Final
County,Madera County,2008,Annual,65100,58900,6200,9.5,N,Final
County,Madera County,2009,Annual,66900,57600,9300,13.9,N,Final
County,Madera County,2019,Annual,62100,57700,4400,7,N,Final
County,Madera County,2020,Annual,61700,55100,6600,10.8,N,Final
County,Marin County,2009,Annual,132400,122000,10400,7.8,N,Final
County,Marin County,2008,Annual,132300,126000,6300,4.7,N,Final
County,Marin County,2007,Annual,132100,127300,4800,3.6,N,Final
County,Marin County,2006,Annual,130800,126200,4600,3.5,N,Final
County,Marin County,2018,Annual,139700,136300,3400,2.4,N,Final
County,Marin County,2017,Annual,139700,135700,4000,2.9,N,Final
County,Marin County,2016,Annual,139600,135000,4600,3.3,N,Final
County,Marin County,2015,Annual,138700,133700,5000,3.6,N,Final
County,Marin County,2014,Annual,138500,132500,6000,4.3,N,Final
County,Marin County,2013,Annual,137800,130600,7200,5.2,N,Final
County,Marin County,2012,Annual,136500,127800,8700,6.4,N,Final
County,Marin County,2011,Annual,134200,124300,9900,7.4,N,Final
County,Marin County,2010,Annual,133000,122300,10700,8.1,N,Final
County,Marin County,2005,Annual,129100,124100,5000,3.9,N,Final
County,Marin County,2004,Annual,129100,123400,5700,4.4,N,Final
County,Marin County,2003,Annual,130600,124100,6500,5,N,Final
County,Marin County,2002,Annual,134500,127900,6600,4.9,N,Final
County,Marin County,2001,Annual,139700,134800,4900,3.5,N,Final
County,Marin County,2000,Annual,141700,137800,4000,2.8,N,Final
County,Marin County,1999,Annual,134400,131800,2600,2,N,Final
County,Marin County,1998,Annual,132900,129800,3100,2.3,N,Final
County,Marin County,1997,Annual,130900,127100,3800,2.9,N,Final
County,Marin County,1996,Annual,128300,123800,4500,3.5,N,Final
County,Marin County,1995,Annual,127700,122200,5500,4.3,N,Final
County,Marin County,1994,Annual,129300,123200,6000,4.7,N,Final
County,Marin County,1993,Annual,130700,123900,6700,5.2,N,Final
County,Marin County,1992,Annual,130400,123800,6600,5.1,N,Final
County,Marin County,1991,Annual,130900,125800,5100,3.9,N,Final
County,Marin County,1990,Annual,131900,128500,3300,2.5,N,Final
County,Marin County,2020,Annual,130100,121500,8700,6.7,N,Final
County,Marin County,2019,Annual,138600,135300,3300,2.4,N,Final
County,Mariposa County,1990,Annual,6770,6390,380,5.6,N,Final
County,Mariposa County,1991,Annual,6960,6460,500,7.2,N,Final
County,Mariposa County,1992,Annual,7160,6530,630,8.8,N,Final
County,Mariposa County,1993,Annual,7240,6510,730,10.1,N,Final
County,Mariposa County,1994,Annual,7250,6550,700,9.6,N,Final
County,Mariposa County,1995,Annual,7450,6750,700,9.3,N,Final
County,Mariposa County,1996,Annual,7470,6790,680,9.1,N,Final
County,Mariposa County,1997,Annual,6860,6170,690,10.1,N,Final
County,Mariposa County,1998,Annual,6900,6370,530,7.7,N,Final
County,Mariposa County,1999,Annual,6660,6160,500,7.5,N,Final
County,Mariposa County,2000,Annual,7970,7480,490,6.1,N,Final
County,Mariposa County,2001,Annual,8460,7970,490,5.8,N,Final
County,Mariposa County,2002,Annual,8720,8150,570,6.5,N,Final
County,Mariposa County,2003,Annual,8420,7830,590,7,N,Final
County,Mariposa County,2004,Annual,8570,7990,570,6.7,N,Final
County,Mariposa County,2005,Annual,8790,8230,560,6.3,N,Final
County,Mariposa County,2010,Annual,8720,7560,1160,13.3,N,Final
County,Mariposa County,2011,Annual,8650,7490,1160,13.4,N,Final
County,Mariposa County,2012,Annual,8360,7320,1040,12.4,N,Final
County,Mariposa County,2013,Annual,8200,7330,870,10.6,N,Final
County,Mariposa County,2014,Annual,8080,7360,720,8.9,N,Final
County,Mariposa County,2015,Annual,8010,7440,580,7.2,N,Final
County,Mariposa County,2016,Annual,7570,7050,520,6.9,N,Final
County,Mariposa County,2017,Annual,7660,7210,450,5.9,N,Final
County,Mariposa County,2018,Annual,7650,7240,410,5.4,N,Final
County,Mariposa County,2006,Annual,9020,8510,510,5.6,N,Final
County,Mariposa County,2007,Annual,9070,8530,540,6,N,Final
County,Mariposa County,2008,Annual,9280,8580,700,7.6,N,Final
County,Mariposa County,2009,Annual,9440,8430,1010,10.7,N,Final
County,Mariposa County,2019,Annual,7620,7270,350,4.6,N,Final
County,Mariposa County,2020,Annual,7160,6380,780,10.9,N,Final
County,Mendocino County,2009,Annual,43510,38950,4560,10.5,N,Final
County,Mendocino County,2008,Annual,43230,40240,2990,6.9,N,Final
County,Mendocino County,2007,Annual,43170,40820,2350,5.4,N,Final
County,Mendocino County,2006,Annual,43310,41060,2250,5.2,N,Final
County,Mendocino County,2018,Annual,39460,37870,1590,4,N,Final
County,Mendocino County,2017,Annual,39560,37760,1800,4.5,N,Final
County,Mendocino County,2016,Annual,39620,37520,2100,5.3,N,Final
County,Mendocino County,2015,Annual,39830,37500,2330,5.9,N,Final
County,Mendocino County,2014,Annual,40300,37450,2860,7.1,N,Final
County,Mendocino County,2013,Annual,40690,37250,3440,8.5,N,Final
County,Mendocino County,2012,Annual,40860,36690,4170,10.2,N,Final
County,Mendocino County,2011,Annual,40870,36140,4730,11.6,N,Final
County,Mendocino County,2010,Annual,41610,36680,4940,11.9,N,Final
County,Mendocino County,2005,Annual,43850,41340,2510,5.7,N,Final
County,Mendocino County,2004,Annual,43850,41030,2820,6.4,N,Final
County,Mendocino County,2003,Annual,44970,41850,3120,6.9,N,Final
County,Mendocino County,2002,Annual,45730,42660,3070,6.7,N,Final
County,Mendocino County,2001,Annual,44550,41890,2660,6,N,Final
County,Mendocino County,2000,Annual,43550,41150,2400,5.5,N,Final
County,Mendocino County,1999,Annual,41630,38790,2840,6.8,N,Final
County,Mendocino County,1998,Annual,42390,39040,3350,7.9,N,Final
County,Mendocino County,1997,Annual,42430,39000,3420,8.1,N,Final
County,Mendocino County,1996,Annual,41870,38200,3670,8.8,N,Final
County,Mendocino County,1995,Annual,41030,37130,3900,9.5,N,Final
County,Mendocino County,1994,Annual,40470,36540,3930,9.7,N,Final
County,Mendocino County,1993,Annual,40350,35790,4560,11.3,N,Final
County,Mendocino County,1992,Annual,39780,34870,4910,12.3,N,Final
County,Mendocino County,1991,Annual,38880,34720,4170,10.7,N,Final
County,Mendocino County,1990,Annual,38730,35790,2950,7.6,N,Final
County,Mendocino County,2020,Annual,37020,33720,3290,8.9,N,Final
County,Mendocino County,2019,Annual,38650,37090,1560,4,N,Final
County,Merced County,1990,Annual,76900,67000,9800,12.8,N,Final
County,Merced County,1991,Annual,77500,65300,12200,15.8,N,Final
County,Merced County,1992,Annual,83000,68500,14500,17.5,N,Final
County,Merced County,1993,Annual,83200,68800,14500,17.4,N,Final
County,Merced County,1994,Annual,83700,70100,13700,16.3,N,Final
County,Merced County,1995,Annual,82800,68700,14100,17,N,Final
County,Merced County,1996,Annual,81700,68000,13700,16.8,N,Final
County,Merced County,1997,Annual,83300,70200,13100,15.7,N,Final
County,Merced County,1998,Annual,85200,72300,12900,15.2,N,Final
County,Merced County,1999,Annual,83900,72600,11300,13.5,N,Final
County,Merced County,2000,Annual,90200,81600,8600,9.5,N,Final
County,Merced County,2001,Annual,91600,82300,9400,10.2,N,Final
County,Merced County,2002,Annual,95800,85200,10600,11.1,N,Final
County,Merced County,2003,Annual,96900,85700,11300,11.6,N,Final
County,Merced County,2004,Annual,97600,87000,10700,10.9,N,Final
County,Merced County,2005,Annual,98800,88900,9800,10,N,Final
County,Merced County,2010,Annual,113900,93000,20900,18.4,N,Final
County,Merced County,2011,Annual,114700,94100,20600,17.9,N,Final
County,Merced County,2012,Annual,114900,95900,19000,16.6,N,Final
County,Merced County,2013,Annual,114300,97500,16800,14.7,N,Final
County,Merced County,2014,Annual,114200,99400,14800,13,N,Final
County,Merced County,2015,Annual,114100,101000,13000,11.4,N,Final
County,Merced County,2016,Annual,114300,102200,12100,10.6,N,Final
County,Merced County,2017,Annual,115300,104400,10900,9.4,N,Final
County,Merced County,2018,Annual,115300,105500,9700,8.5,N,Final
County,Merced County,2006,Annual,98100,88800,9200,9.4,N,Final
County,Merced County,2007,Annual,99900,90000,10000,10,N,Final
County,Merced County,2008,Annual,102200,89300,12900,12.7,N,Final
County,Merced County,2009,Annual,106200,87900,18300,17.3,N,Final
County,Merced County,2019,Annual,115800,106200,9500,8.2,N,Final
County,Merced County,2020,Annual,114700,100800,14000,12.2,N,Final
County,Modoc County,2009,Annual,4070,3550,510,12.6,N,Final
County,Modoc County,2008,Annual,3940,3560,380,9.7,N,Final
County,Modoc County,2007,Annual,3900,3590,310,8,N,Final
County,Modoc County,2006,Annual,3990,3680,310,7.8,N,Final
County,Modoc County,2018,Annual,3160,2920,240,7.6,N,Final
County,Modoc County,2017,Annual,3200,2930,260,8.2,N,Final
County,Modoc County,2016,Annual,3290,3030,260,7.8,N,Final
County,Modoc County,2015,Annual,3300,3020,280,8.6,N,Final
County,Modoc County,2014,Annual,3360,3010,350,10.4,N,Final
County,Modoc County,2013,Annual,3490,3060,430,12.4,N,Final
County,Modoc County,2012,Annual,3610,3080,530,14.6,N,Final
County,Modoc County,2011,Annual,3620,3030,590,16.2,N,Final
County,Modoc County,2010,Annual,3820,3230,590,15.5,N,Final
County,Modoc County,2005,Annual,4000,3680,320,7.9,N,Final
County,Modoc County,2004,Annual,4050,3690,360,8.8,N,Final
County,Modoc County,2003,Annual,4200,3830,370,8.8,N,Final
County,Modoc County,2002,Annual,4100,3770,320,7.9,N,Final
County,Modoc County,2001,Annual,3900,3630,270,7,N,Final
County,Modoc County,2000,Annual,3750,3470,280,7.4,N,Final
County,Modoc County,1999,Annual,4000,3650,340,8.6,N,Final
County,Modoc County,1998,Annual,3970,3530,450,11.2,N,Final
County,Modoc County,1997,Annual,3910,3450,460,11.7,N,Final
County,Modoc County,1996,Annual,4140,3630,510,12.2,N,Final
County,Modoc County,1995,Annual,4220,3660,560,13.2,N,Final
County,Modoc County,1994,Annual,4270,3760,520,12.1,N,Final
County,Modoc County,1993,Annual,3930,3390,540,13.6,N,Final
County,Modoc County,1992,Annual,4010,3490,520,12.9,N,Final
County,Modoc County,1991,Annual,3890,3400,490,12.6,N,Final
County,Modoc County,1990,Annual,3760,3400,360,9.6,N,Final
County,Modoc County,2020,Annual,3170,2900,270,8.5,N,Final
County,Modoc County,2019,Annual,3170,2950,230,7.2,N,Final
County,Mono County,1990,Annual,5720,5380,340,5.9,N,Final
County,Mono County,1991,Annual,5470,4810,660,12.1,N,Final
County,Mono County,1992,Annual,5820,5200,620,10.7,N,Final
County,Mono County,1993,Annual,5980,5410,560,9.4,N,Final
County,Mono County,1994,Annual,6160,5520,640,10.4,N,Final
County,Mono County,1995,Annual,6140,5480,660,10.8,N,Final
County,Mono County,1996,Annual,6040,5380,660,10.9,N,Final
County,Mono County,1997,Annual,6060,5430,630,10.4,N,Final
County,Mono County,1998,Annual,6130,5630,510,8.2,N,Final
County,Mono County,1999,Annual,6150,5730,420,6.8,N,Final
County,Mono County,2000,Annual,7390,7050,340,4.6,N,Final
County,Mono County,2001,Annual,7590,7240,360,4.7,N,Final
County,Mono County,2002,Annual,7870,7470,410,5.2,N,Final
County,Mono County,2003,Annual,8270,7850,420,5.1,N,Final
County,Mono County,2004,Annual,8280,7860,420,5.1,N,Final
County,Mono County,2005,Annual,8340,7940,400,4.8,N,Final
County,Mono County,2010,Annual,8890,7960,930,10.4,N,Final
County,Mono County,2011,Annual,8810,7910,900,10.2,N,Final
County,Mono County,2012,Annual,8380,7500,880,10.5,N,Final
County,Mono County,2013,Annual,8340,7620,720,8.6,N,Final
County,Mono County,2014,Annual,8220,7640,590,7.1,N,Final
County,Mono County,2015,Annual,8240,7730,510,6.2,N,Final
County,Mono County,2016,Annual,8370,7920,450,5.4,N,Final
County,Mono County,2017,Annual,8490,8110,380,4.5,N,Final
County,Mono County,2018,Annual,8430,8080,340,4.1,N,Final
County,Mono County,2006,Annual,8250,7890,360,4.4,N,Final
County,Mono County,2007,Annual,8140,7760,390,4.8,N,Final
County,Mono County,2008,Annual,8610,8100,510,5.9,N,Final
County,Mono County,2009,Annual,8770,7970,800,9.2,N,Final
County,Mono County,2019,Annual,8500,8180,320,3.8,N,Final
County,Mono County,2020,Annual,7850,6920,930,11.8,N,Final
County,Monterey County,2009,Annual,216500,190600,25900,12,N,Final
County,Monterey County,2008,Annual,212200,194200,18000,8.5,N,Final
County,Monterey County,2007,Annual,205700,191200,14500,7.1,N,Final
County,Monterey County,2006,Annual,203400,189300,14100,6.9,N,Final
County,Monterey County,2018,Annual,221900,207700,14300,6.4,N,Final
County,Monterey County,2017,Annual,219600,203800,15900,7.2,N,Final
County,Monterey County,2016,Annual,218800,202000,16800,7.7,N,Final
County,Monterey County,2015,Annual,218300,200500,17800,8.2,N,Final
County,Monterey County,2014,Annual,217400,197400,19900,9.2,N,Final
County,Monterey County,2013,Annual,215700,193200,22500,10.4,N,Final
County,Monterey County,2012,Annual,217400,191800,25600,11.8,N,Final
County,Monterey County,2011,Annual,216300,188400,27900,12.9,N,Final
County,Monterey County,2010,Annual,216000,187900,28200,13,N,Final
County,Monterey County,2005,Annual,206600,191600,15000,7.3,N,Final
County,Monterey County,2004,Annual,207200,190000,17200,8.3,N,Final
County,Monterey County,2003,Annual,208800,189900,18900,9,N,Final
County,Monterey County,2002,Annual,207800,189100,18700,9,N,Final
County,Monterey County,2001,Annual,204300,188300,16000,7.8,N,Final
County,Monterey County,2000,Annual,203000,188200,14800,7.3,N,Final
County,Monterey County,1999,Annual,187900,169700,18200,9.7,N,Final
County,Monterey County,1998,Annual,184300,164500,19800,10.8,N,Final
County,Monterey County,1997,Annual,181900,161900,20000,11,N,Final
County,Monterey County,1996,Annual,177400,157200,20200,11.4,N,Final
County,Monterey County,1995,Annual,174700,153100,21500,12.3,N,Final
County,Monterey County,1994,Annual,175000,153200,21900,12.5,N,Final
County,Monterey County,1993,Annual,176700,153600,23100,13.1,N,Final
County,Monterey County,1992,Annual,177100,155000,22100,12.5,N,Final
County,Monterey County,1991,Annual,171800,152100,19600,11.4,N,Final
County,Monterey County,1990,Annual,172700,156000,16600,9.6,N,Final
County,Monterey County,2020,Annual,213500,190400,23100,10.8,N,Final
County,Monterey County,2019,Annual,221200,207100,14100,6.4,N,Final
County,Napa County,1990,Annual,56400,54100,2300,4.1,N,Final
County,Napa County,1991,Annual,55300,52100,3200,5.8,N,Final
County,Napa County,1992,Annual,57500,53300,4200,7.2,N,Final
County,Napa County,1993,Annual,58000,53400,4600,7.9,N,Final
County,Napa County,1994,Annual,57800,53800,4000,7,N,Final
County,Napa County,1995,Annual,57300,53800,3600,6.2,N,Final
County,Napa County,1996,Annual,57900,54400,3500,6.1,N,Final
County,Napa County,1997,Annual,59200,56100,3100,5.2,N,Final
County,Napa County,1998,Annual,60600,58100,2400,4,N,Final
County,Napa County,1999,Annual,62300,60200,2100,3.3,N,Final
County,Napa County,2000,Annual,66600,64200,2400,3.6,N,Final
County,Napa County,2001,Annual,70300,67700,2600,3.6,N,Final
County,Napa County,2002,Annual,71100,67800,3300,4.6,N,Final
County,Napa County,2003,Annual,70700,67200,3500,4.9,N,Final
County,Napa County,2004,Annual,71200,67800,3400,4.7,N,Final
County,Napa County,2005,Annual,71300,68200,3100,4.4,N,Final
County,Napa County,2010,Annual,70200,62800,7400,10.6,N,Final
